national_number,gen,Name,primary_type,secondary_type,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,abilities_0,abilities_1,abilities_2,abilities_hidden,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical,gigantamax,mega_evolution,mega_evolution_alt
565,V,Carracosta,water,rock,88.14,11.86,1.2,81.0,45,7680,74,108,133,83,65,32,Solid Rock,Sturdy,,Swift Swim,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
566,V,Archen,rock,flying,88.14,11.86,0.5,9.5,45,7680,55,112,45,74,45,70,Defeatist,,,,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
567,V,Archeops,rock,flying,88.14,11.86,1.4,32.0,45,7680,75,140,65,112,65,110,Defeatist,,,,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
568,V,Trubbish,poison,,50.2,49.8,0.6,31.0,190,5120,50,50,62,40,62,65,Stench,Sticky Hold,,Aftermath,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0,0,0,,,
569,V,Garbodor,poison,,50.2,49.8,1.9,107.3,60,5120,80,95,82,60,82,75,Stench,Weak Armor,,Aftermath,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0,0,0,Gigantamax Garbodor,,
570,V,Zorua,dark,,88.14,11.86,0.7,12.5,75,6400,40,65,40,80,40,65,Illusion,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0,0,0,,,
571,V,Zoroark,dark,,88.14,11.86,1.6,81.1,45,5120,60,105,60,120,60,105,Illusion,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0,0,0,,,
572,V,Minccino,normal,,24.9,75.1,0.4,5.8,255,3840,55,50,40,40,40,75,Cute Charm,Technician,,Skill Link,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
573,V,Cinccino,normal,,24.9,75.1,0.5,7.5,60,3840,75,95,60,65,60,115,Cute Charm,Technician,,Skill Link,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
574,V,Gothita,psychic,,24.9,75.1,0.4,5.8,200,5120,45,30,50,55,65,45,Frisk,Competitive,,Shadow Tag,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
575,V,Gothorita,psychic,,24.9,75.1,0.7,18.0,100,5120,60,45,70,75,85,55,Frisk,Competitive,,Shadow Tag,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
576,V,Gothitelle,psychic,,24.9,75.1,1.5,44.0,50,5120,70,55,95,95,110,65,Frisk,Competitive,,Shadow Tag,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
577,V,Solosis,psychic,,50.2,49.8,0.3,1.0,200,5120,45,30,40,105,50,20,Overcoat,Magic Guard,,Regenerator,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
578,V,Duosion,psychic,,50.2,49.8,0.6,8.0,100,5120,65,40,50,125,60,30,Overcoat,Magic Guard,,Regenerator,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
579,V,Reuniclus,psychic,,50.2,49.8,1.0,20.1,50,5120,110,65,75,125,85,30,Overcoat,Magic Guard,,Regenerator,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
580,V,Ducklett,water,flying,50,50,0.5,5.5,190,5120,62,44,50,44,50,55,Keen Eye,Big Pecks,,Hydration,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
581,V,Swanna,water,flying,50,50,1.3,24.2,45,5120,75,87,63,87,63,98,Keen Eye,Big Pecks,,Hydration,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
582,V,Vanillite,ice,,50.2,49.8,0.4,5.7,255,5120,36,50,50,65,60,44,Ice Body,Snow Cloak,,Weak Armor,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
583,V,Vanillish,ice,,50.2,49.8,1.1,41.0,120,5120,51,65,65,80,75,59,Ice Body,Snow Cloak,,Weak Armor,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
584,V,Vanilluxe,ice,,50.2,49.8,1.3,57.5,45,5120,71,95,85,110,95,79,Ice Body,Snow Warning,,Weak Armor,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
585,V,Deerling,normal,grass,50,50,0.6,19.5,190,5120,60,60,50,40,50,75,Chlorophyll,Sap Sipper,,Serene Grace,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
586,V,Sawsbuck,normal,grass,50,50,1.9,92.5,75,5120,80,100,70,60,70,95,Chlorophyll,Sap Sipper,,Serene Grace,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
587,V,Emolga,electric,flying,50.2,49.8,0.4,5.0,200,5120,55,75,60,75,60,103,Static,,,Motor Drive,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
588,V,Karrablast,bug,,50.2,49.8,0.5,5.9,200,3840,50,75,45,40,45,60,Swarm,Shed Skin,,No Guard,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
589,V,Escavalier,bug,steel,50.2,49.8,1.0,33.0,75,3840,70,135,105,60,105,20,Swarm,Shell Armor,,Overcoat,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0,0,0,,,
590,V,Foongus,grass,poison,50.2,49.8,0.2,1.0,190,5120,69,55,45,55,55,15,Effect Spore,,,Regenerator,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0,0,0,,,
591,V,Amoonguss,grass,poison,50.2,49.8,0.6,10.5,75,5120,114,85,70,85,80,30,Effect Spore,,,Regenerator,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0,0,0,,,
592,V,Frillish,water,ghost,50.2,49.8,1.2,33.0,190,5120,55,40,50,65,85,40,Water Absorb,Cursed Body,,Damp,0.0,0.5,0.5,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0,0,0,0,,,
593,V,Jellicent,water,ghost,50.2,49.8,2.2,135.0,60,5120,100,60,70,85,105,60,Water Absorb,Cursed Body,,Damp,0.0,0.5,0.5,2.0,2.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0,0,0,0,,,
594,V,Alomomola,water,,50,50,1.2,31.6,75,10240,165,75,80,40,45,65,Healer,Hydration,,Regenerator,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
595,V,Joltik,bug,electric,50.2,49.8,0.1,0.6,190,5120,50,47,50,57,50,65,Compoundeyes,Unnerve,,Swarm,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
596,V,Galvantula,bug,electric,50.2,49.8,0.8,14.3,75,5120,70,77,60,97,60,108,Compoundeyes,Unnerve,,Swarm,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
597,V,Ferroseed,grass,steel,50.2,49.8,0.6,18.8,255,5120,44,50,91,24,86,10,Iron Barbs,,,,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0,0,0,,,
598,V,Ferrothorn,grass,steel,50.2,49.8,1.0,110.0,90,5120,74,94,131,54,116,20,Iron Barbs,,,Anticipation,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0,0,0,,,
599,V,Klink,steel,,,,0.3,21.0,130,5120,40,55,70,45,60,30,Plus,Minus,,Clear Body,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0,0,0,,,
600,V,Klang,steel,,,,0.6,51.0,60,5120,60,80,95,70,85,50,Plus,Minus,,Clear Body,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0,0,0,,,
601,V,Klinklang,steel,,,,0.6,81.0,30,5120,60,100,115,70,85,90,Plus,Minus,,Clear Body,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0,0,0,,,
602,V,Tynamo,electric,,50,50,0.2,0.3,190,5120,35,55,40,45,40,60,Levitate,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
603,V,Eelektrik,electric,,50,50,1.2,22.0,60,5120,65,85,70,75,70,40,Levitate,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
604,V,Eelektross,electric,,50,50,2.1,80.5,30,5120,85,115,80,105,80,50,Levitate,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
605,V,Elgyem,psychic,,50.2,49.8,0.5,9.0,255,5120,55,55,55,85,55,30,Telepathy,Synchronize,,Analytic,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
606,V,Beheeyem,psychic,,50.2,49.8,1.0,34.5,90,5120,75,75,75,125,95,40,Telepathy,Synchronize,,Analytic,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
607,V,Litwick,ghost,fire,50.2,49.8,0.3,3.1,190,5120,50,30,55,65,55,20,Flash Fire,Flame Body,,Infiltrator,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,0,0,0,,,
608,V,Lampent,ghost,fire,50.2,49.8,0.6,13.0,90,5120,60,40,60,95,60,55,Flash Fire,Flame Body,,Infiltrator,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,0,0,0,,,
609,V,Chandelure,ghost,fire,50.2,49.8,1.0,34.3,45,5120,60,55,90,145,90,80,Flash Fire,Flame Body,,Infiltrator,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,0,0,0,,,
610,V,Axew,dragon,,50.2,49.8,0.6,18.0,75,10240,46,87,60,30,40,57,Rivalry,Mold Breaker,,Unnerve,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0,0,0,,,
611,V,Fraxure,dragon,,50.2,49.8,1.0,36.0,60,10240,66,117,70,40,50,67,Rivalry,Mold Breaker,,Unnerve,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0,0,0,,,
612,V,Haxorus,dragon,,50.2,49.8,1.8,105.5,45,10240,76,147,90,60,70,97,Rivalry,Mold Breaker,,Unnerve,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0,0,0,,,
613,V,Cubchoo,ice,,50.2,49.8,0.5,8.5,120,5120,55,70,40,60,40,40,Snow Cloak,Slush Rush,,Rattled,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
614,V,Beartic,ice,,50.2,49.8,2.6,260.0,60,5120,95,130,80,70,80,50,Snow Cloak,Slush Rush,,Swift Swim,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
615,V,Cryogonal,ice,,,,1.1,148.0,25,6400,80,50,50,95,135,105,Levitate,,,,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,0,0,,,
616,V,Shelmet,bug,,50.2,49.8,0.4,7.7,200,3840,50,40,85,40,65,25,Hydration,Shell Armor,,Overcoat,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
617,V,Accelgor,bug,,50.2,49.8,0.8,25.3,75,3840,80,70,40,100,60,145,Hydration,Sticky Hold,,Unburden,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
618,V,Stunfisk,ground,electric,50.2,49.8,0.7,11.0,75,5120,109,66,84,81,99,32,Static,Limber,,Sand Veil,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
619,V,Mienfoo,fighting,,50.2,49.8,0.9,20.0,180,6400,45,85,50,55,50,65,Inner Focus,Regenerator,,Reckless,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,,,
620,V,Mienshao,fighting,,50.2,49.8,1.4,35.5,45,6400,65,125,60,95,60,105,Inner Focus,Regenerator,,Reckless,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,,,
621,V,Druddigon,dragon,,50.2,49.8,1.6,139.0,45,7680,77,120,90,60,90,48,Rough Skin,Sheer Force,,Mold Breaker,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0,0,0,,,
622,V,Golett,ground,ghost,,,1.0,92.0,190,6400,59,74,50,35,50,35,Iron Fist,Klutz,,No Guard,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
623,V,Golurk,ground,ghost,,,2.8,330.0,90,6400,89,124,80,55,80,55,Iron Fist,Klutz,,No Guard,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0,0,0,,,
624,V,Pawniard,dark,steel,50.2,49.8,0.5,10.2,120,5120,45,85,70,40,40,60,Defiant,Inner Focus,,Pressure,0.5,2.0,1.0,1.0,0.5,0.5,4.0,0.0,2.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0,0,0,,,
625,V,Bisharp,dark,steel,50.2,49.8,1.6,70.0,45,5120,65,125,100,60,70,70,Defiant,Inner Focus,,Pressure,0.5,2.0,1.0,1.0,0.5,0.5,4.0,0.0,2.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0,0,0,,,
626,V,Bouffalant,normal,,50.2,49.8,1.6,94.6,45,5120,95,110,95,40,95,55,Reckless,Sap Sipper,,Soundproof,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
627,V,Rufflet,normal,flying,100,0,0.5,10.5,190,5120,70,83,50,37,50,60,Keen Eye,Sheer Force,,Hustle,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
628,V,Braviary,normal,flying,100,0,1.5,41.0,60,5120,100,123,75,57,75,80,Keen Eye,Sheer Force,,Defiant,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
629,V,Vullaby,dark,flying,0,100,0.5,9.0,190,5120,70,55,75,45,65,60,Big Pecks,Overcoat,,Weak Armor,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0,0,0,,,
630,V,Mandibuzz,dark,flying,0,100,1.2,39.5,60,5120,110,65,105,55,95,80,Big Pecks,Overcoat,,Weak Armor,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0,0,0,,,
631,V,Heatmor,fire,,50.2,49.8,1.4,58.0,90,5120,85,97,66,105,66,65,Gluttony,Flash Fire,,White Smoke,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
632,V,Durant,bug,steel,50.2,49.8,0.3,33.0,90,5120,58,109,112,48,48,109,Swarm,Hustle,,Truant,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0,0,0,,,
633,V,Deino,dark,dragon,50.2,49.8,0.8,17.3,45,10240,52,65,50,45,50,38,Hustle,,,,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0,0,0,0,,,
634,V,Zweilous,dark,dragon,50.2,49.8,1.4,50.0,45,10240,72,85,70,65,70,58,Hustle,,,,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0,0,0,0,,,
635,V,Hydreigon,dark,dragon,50.2,49.8,1.8,160.0,45,10240,92,105,90,125,90,98,Levitate,,,,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0,0,0,0,,,
636,V,Larvesta,bug,fire,50.2,49.8,1.1,28.8,45,10240,55,85,55,50,55,60,Flame Body,,,Swarm,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
637,V,Volcarona,bug,fire,50.2,49.8,1.6,46.0,15,10240,85,60,65,135,105,100,Flame Body,,,Swarm,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
638,V,Cobalion,steel,fighting,,,2.1,250.0,3,20480,91,90,129,90,72,108,Justified,,,,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,1,0,0,,,
639,V,Terrakion,rock,fighting,,,1.9,260.0,3,20480,91,129,90,72,90,108,Justified,,,,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,2.0,1,0,0,,,
640,V,Virizion,grass,fighting,,,2.0,200.0,3,20480,91,90,72,90,129,108,Justified,,,,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1,0,0,,,
641,V,Tornadus,flying,,100,0,1.5,63.0,3,30720,79,115,70,125,80,111,Prankster,Regenerator (Therian Forme),,Defiant,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1,0,0,,,
642,V,Thundurus,electric,flying,100,0,1.5,61.0,3,30720,79,115,70,125,80,111,Prankster,Volt Absorb (Therian Forme),,Defiant,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1,0,0,,,
643,V,Reshiram,dragon,fire,,,3.2,330.0,3,30720,100,120,100,150,120,90,Turboblaze,,,,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,0,1,0,,,
644,V,Zekrom,dragon,electric,,,2.9,345.0,3,30720,100,150,120,120,100,90,Teravolt,,,,1.0,0.5,0.5,0.25,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,0,1,0,,,
645,V,Landorus,ground,flying,100,0,1.5,68.0,3,30720,89,125,90,115,80,101,Sand Force,Intimidate (Therian Forme),,Sheer Force,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,,,
646,V,Kyurem,dragon,ice,,,3.0,325.0,3,30720,125,130,90,130,90,95,Pressure (Standard),Teravolt (Black Kyurem),Turboblaze (White Kyurem),,1.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0,1,0,,,
647,V,Keldeo,water,fighting,,,1.4,48.5,3,20480,91,72,90,129,90,108,Justified,,,,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,0,0,1,,,
648,V,Meloetta,normal,psychic,,,0.6,6.5,3,30720,100,77,77,128,128,90,Serene Grace,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0,0,1,,,
649,V,Genesect,bug,steel,,,1.5,82.5,3,30720,71,120,95,120,95,99,Download,,,,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0,0,1,,,
650,VI,Chespin,grass,,88.1,11.9,0.4,9.0,45,5120,56,61,65,48,45,38,Overgrow,,,Bulletproof,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
651,VI,Quilladin,grass,,88.1,11.9,0.7,29.0,45,5120,61,78,95,56,58,57,Overgrow,,,Bulletproof,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,,,
652,VI,Chesnaught,grass,fighting,88.1,11.9,1.6,90.0,45,5120,88,107,122,74,75,64,Overgrow,,,Bulletproof,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,0,0,0,,,
653,VI,Fennekin,fire,,88.1,11.9,0.4,9.4,45,5120,40,45,40,62,60,60,Blaze,,,Magician,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
654,VI,Braixen,fire,,88.1,11.9,1.0,14.5,45,5120,59,59,58,90,70,73,Blaze,,,Magician,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,0,0,,,
655,VI,Delphox,fire,psychic,88.1,11.9,1.5,39.0,45,5120,75,69,72,114,100,104,Blaze,,,Magician,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,0,0,0,,,
656,VI,Froakie,water,,88.1,11.9,0.3,7.0,45,5120,41,56,40,62,44,71,Torrent,,,Protean,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
657,VI,Frogadier,water,,88.1,11.9,0.6,10.9,45,5120,54,63,52,83,56,97,Torrent,,,Protean,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,0,0,,,
658,VI,Greninja,water,dark,88.1,11.9,1.5,40.0,45,5120,72,95,67,103,71,122,Torrent,Battle Bond (Ash-Greninja Only),,Protean,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,0,0,0,,,
659,VI,Bunnelby,normal,,50.2,49.8,0.4,5.0,255,3840,38,36,38,32,36,57,Pickup,Cheek Pouch,,Huge Power,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0,,,
